ticker,filing_type,filing_date,section_used,text_length,positive,negative,neutral,net_score,pct_positive,pct_negative,n_chunks
CAT,10-Q,2020-05-06,full_fallback,12400,0.028136,0.074422,0.897442,-0.046285,0.0,0.032258,31
CAT,10-Q,2020-08-05,full_fallback,12800,0.029173,0.077823,0.893005,-0.04865,0.0,0.0,32
CAT,10-Q,2020-11-04,full_fallback,13200,0.027108,0.086812,0.88608,-0.059705,0.0,0.0,33
CAT,10-Q,2021-05-05,full_fallback,14800,0.054758,0.097489,0.847753,-0.042731,0.027027,0.027027,37
CAT,10-Q,2021-08-04,full_fallback,14000,0.029555,0.088483,0.881962,-0.058928,0.0,0.0,35
CAT,10-Q,2021-11-03,full_fallback,14000,0.030493,0.10877,0.860737,-0.078277,0.0,0.057143,35
CAT,10-Q,2022-05-04,full_fallback,15200,0.031044,0.080281,0.888675,-0.049238,0.0,0.0,38
CAT,10-Q,2022-08-03,full_fallback,14800,0.029848,0.084048,0.886104,-0.054201,0.0,0.0,37
CAT,10-Q,2022-11-02,full_fallback,14800,0.029225,0.104757,0.866017,-0.075532,0.0,0.027027,37
CAT,10-Q,2023-05-03,full_fallback,15200,0.032362,0.091659,0.875978,-0.059297,0.0,0.026316,38
CAT,10-Q,2023-08-02,full_fallback,13600,0.02936,0.083918,0.886722,-0.054558,0.0,0.0,34
CAT,10-Q,2023-11-01,full_fallback,13600,0.029427,0.105916,0.864657,-0.07649,0.0,0.029412,34
CAT,10-Q,2024-05-01,full_fallback,14800,0.031647,0.102456,0.865897,-0.070809,0.0,0.0,37
CAT,10-Q,2024-08-07,full_fallback,13600,0.028599,0.095043,0.876358,-0.066444,0.0,0.0,34
CAT,10-Q,2024-11-06,full_fallback,13600,0.028472,0.087326,0.884201,-0.058854,0.0,0.0,34
CAT,10-Q,2025-05-07,full_fallback,14800,0.028895,0.095557,0.875549,-0.066662,0.0,0.0,37
CAT,10-Q,2025-08-06,full_fallback,14800,0.028416,0.110341,0.861243,-0.081925,0.0,0.054054,37
CAT,10-Q,2025-11-03,full_fallback,14800,0.028794,0.115278,0.855928,-0.086484,0.0,0.054054,37
CAT,10-K,2016-02-16,full_fallback,14400,0.10873,0.542548,0.348722,-0.433818,0.083333,0.583333,36
CAT,10-K,2017-02-15,full_fallback,14400,0.064415,0.552696,0.38289,-0.488281,0.055556,0.555556,36
CAT,10-K,2018-02-15,full_fallback,14400,0.180427,0.339982,0.479591,-0.159554,0.166667,0.333333,36
CAT,10-K,2019-02-14,full_fallback,14400,0.22531,0.23791,0.53678,-0.0126,0.194444,0.222222,36
CAT,10-K,2020-02-19,full_fallback,13600,0.042087,0.351511,0.606403,-0.309424,0.0,0.382353,34
CAT,10-K,2021-02-17,full_fallback,13600,0.050261,0.38972,0.56002,-0.339459,0.0,0.411765,34
CAT,10-K,2022-02-16,full_fallback,13600,0.050996,0.403881,0.545122,-0.352885,0.029412,0.5,34
CAT,10-K,2023-02-15,full_fallback,13600,0.047786,0.413879,0.538336,-0.366093,0.0,0.5,34
CAT,10-K,2024-02-16,full_fallback,13600,0.051855,0.385801,0.562344,-0.333946,0.029412,0.441176,34
CAT,10-K,2025-02-14,full_fallback,13600,0.040385,0.415329,0.544286,-0.374944,0.0,0.470588,34
CAT,10-K,2026-02-13,full_fallback,13600,0.040264,0.401414,0.558322,-0.36115,0.0,0.411765,34
CMCSA,10-Q,2016-04-27,full_fallback,14400,0.088463,0.211958,0.69958,-0.123495,0.027778,0.194444,36
CMCSA,10-Q,2016-07-27,full_fallback,15200,0.148772,0.204827,0.646401,-0.056055,0.131579,0.131579,38
CMCSA,10-Q,2016-10-26,full_fallback,15200,0.132636,0.232483,0.634881,-0.099847,0.105263,0.157895,38
CMCSA,10-Q,2017-04-27,full_fallback,14800,0.10708,0.188833,0.704087,-0.081753,0.054054,0.135135,37
CMCSA,10-Q,2017-07-27,full_fallback,15200,0.132851,0.239324,0.627825,-0.106473,0.078947,0.210526,38
CMCSA,10-Q,2017-10-26,full_fallback,15200,0.099926,0.290297,0.609778,-0.190371,0.052632,0.263158,38
CMCSA,10-Q,2018-04-25,full_fallback,14800,0.088517,0.204965,0.706518,-0.116447,0.027027,0.162162,37
CMCSA,10-Q,2018-07-26,full_fallback,14800,0.097556,0.202192,0.700252,-0.104636,0.081081,0.135135,37
CMCSA,10-Q,2018-10-25,full_fallback,14800,0.083265,0.223353,0.693382,-0.140088,0.054054,0.162162,37
CMCSA,10-Q,2019-04-25,full_fallback,14800,0.063444,0.323321,0.613234,-0.259877,0.0,0.324324,37
CMCSA,10-Q,2019-07-25,full_fallback,15600,0.047277,0.113175,0.839548,-0.065899,0.025641,0.025641,39
CMCSA,10-Q,2019-10-24,full_fallback,15600,0.042236,0.108621,0.849142,-0.066385,0.0,0.025641,39
CMCSA,10-Q,2020-04-30,full_fallback,14400,0.090039,0.339972,0.569989,-0.249933,0.111111,0.277778,36
CMCSA,10-Q,2020-07-30,full_fallback,14800,0.041167,0.354301,0.604532,-0.313134,0.0,0.378378,37
CMCSA,10-Q,2020-10-29,full_fallback,14400,0.049564,0.333476,0.61696,-0.283912,0.0,0.333333,36
CMCSA,10-Q,2021-04-29,full_fallback,14400,0.060357,0.297079,0.642564,-0.236723,0.027778,0.277778,36
CMCSA,10-Q,2021-07-29,full_fallback,14800,0.078609,0.295187,0.626204,-0.216578,0.027027,0.297297,37
CMCSA,10-Q,2021-10-28,full_fallback,14800,0.107747,0.274336,0.617917,-0.16659,0.108108,0.216216,37
CMCSA,10-Q,2022-04-28,full_fallback,14400,0.065798,0.28277,0.651432,-0.216972,0.0,0.277778,36
CMCSA,10-Q,2022-07-28,full_fallback,14800,0.075812,0.310651,0.613537,-0.234839,0.054054,0.243243,37
CMCSA,10-Q,2022-10-27,full_fallback,14800,0.060517,0.431518,0.507965,-0.371001,0.027027,0.432432,37
CMCSA,10-Q,2023-04-27,full_fallback,14400,0.04406,0.317435,0.638505,-0.273376,0.0,0.277778,36
CMCSA,10-Q,2023-07-27,full_fallback,14800,0.052398,0.310056,0.637547,-0.257658,0.0,0.297297,37
CMCSA,10-Q,2023-10-26,full_fallback,14800,0.044563,0.397991,0.557446,-0.353427,0.027027,0.378378,37
CMCSA,10-Q,2024-04-25,full_fallback,14000,0.049079,0.228278,0.722642,-0.179199,0.0,0.257143,35
CMCSA,10-Q,2024-07-23,full_fallback,14800,0.052085,0.292363,0.655553,-0.240278,0.027027,0.27027,37
CMCSA,10-Q,2024-10-31,full_fallback,14800,0.051962,0.284347,0.663691,-0.232386,0.0,0.27027,37
CMCSA,10-Q,2025-04-24,full_fallback,14400,0.062125,0.274545,0.66333,-0.21242,0.027778,0.277778,36
CMCSA,10-Q,2025-07-31,full_fallback,14800,0.083882,0.251774,0.664344,-0.167892,0.081081,0.216216,37
CMCSA,10-Q,2025-10-30,full_fallback,14800,0.044065,0.282236,0.673699,-0.238171,0.0,0.243243,37
CMCSA,10-K,2016-02-05,full_fallback,14400,0.186021,0.245656,0.568323,-0.059636,0.194444,0.194444,36
CMCSA,10-K,2017-02-03,full_fallback,14400,0.197583,0.290942,0.511475,-0.093359,0.222222,0.25,36
CMCSA,10-K,2018-01-31,full_fallback,14400,0.163608,0.286816,0.549576,-0.123208,0.111111,0.305556,36
CMCSA,10-K,2019-01-31,full_fallback,14400,0.150888,0.361612,0.4875,-0.210723,0.055556,0.388889,36
CMCSA,10-K,2020-01-30,full_fallback,14000,0.038261,0.408478,0.553261,-0.370218,0.0,0.457143,35
CMCSA,10-K,2021-02-04,full_fallback,14000,0.044051,0.358584,0.597365,-0.314534,0.0,0.4,35
CMCSA,10-K,2022-02-02,full_fallback,13600,0.044057,0.370968,0.584976,-0.326911,0.0,0.382353,34
CMCSA,10-K,2023-02-03,full_fallback,13600,0.043632,0.332219,0.62415,-0.288587,0.0,0.382353,34
CMCSA,10-K,2024-01-31,full_fallback,13600,0.038993,0.32722,0.633787,-0.288227,0.0,0.323529,34
CMCSA,10-K,2025-01-31,full_fallback,13600,0.048099,0.365016,0.586885,-0.316918,0.0,0.382353,34
CMCSA,10-K,2026-02-03,full_fallback,14000,0.05552,0.373363,0.571117,-0.317843,0.028571,0.428571,35
COST,10-Q,2016-03-09,full_fallback,12000,0.122137,0.251389,0.626474,-0.129253,0.1,0.233333,30
COST,10-Q,2016-06-01,full_fallback,12000,0.160079,0.185401,0.65452,-0.025322,0.133333,0.166667,30
COST,10-Q,2016-12-16,full_fallback,10400,0.151857,0.117267,0.730876,0.03459,0.153846,0.038462,26
COST,10-Q,2017-03-09,full_fallback,11600,0.132092,0.216188,0.65172,-0.084097,0.103448,0.206897,29
COST,10-Q,2017-06-01,full_fallback,12400,0.146076,0.136258,0.717665,0.009818,0.096774,0.064516,31
COST,10-Q,2017-12-21,full_fallback,10000,0.124949,0.160789,0.714262,-0.035839,0.12,0.08,25
COST,10-Q,2018-03-15,full_fallback,10800,0.125138,0.227219,0.647643,-0.10208,0.111111,0.185185,27
COST,10-Q,2018-06-07,full_fallback,11200,0.103016,0.275223,0.621762,-0.172207,0.071429,0.178571,28
COST,10-Q,2018-12-20,full_fallback,10000,0.108982,0.241424,0.649593,-0.132442,0.04,0.24,25
COST,10-Q,2019-03-13,full_fallback,11200,0.12348,0.181285,0.695235,-0.057804,0.107143,0.142857,28
COST,10-Q,2019-06-06,full_fallback,11600,0.117015,0.227021,0.655964,-0.110006,0.068966,0.241379,29
COST,10-Q,2019-12-23,full_fallback,11600,0.125114,0.170536,0.70435,-0.045422,0.103448,0.103448,29
COST,10-Q,2020-03-12,full_fallback,12800,0.073405,0.253483,0.673112,-0.180078,0.03125,0.21875,32
COST,10-Q,2020-06-04,full_fallback,14400,0.091265,0.314284,0.59445,-0.223019,0.055556,0.305556,36
COST,10-Q,2020-12-16,full_fallback,11200,0.129835,0.249671,0.620494,-0.119837,0.142857,0.25,28
COST,10-Q,2021-03-10,full_fallback,12800,0.099451,0.329205,0.571344,-0.229755,0.03125,0.34375,32
COST,10-Q,2021-06-03,full_fallback,12800,0.100146,0.317324,0.582529,-0.217178,0.09375,0.34375,32
COST,10-Q,2021-12-22,full_fallback,10800,0.090207,0.272249,0.637543,-0.182042,0.074074,0.259259,27
COST,10-Q,2022-03-10,full_fallback,12000,0.111944,0.301806,0.58625,-0.189862,0.133333,0.3,30
COST,10-Q,2022-06-02,full_fallback,12400,0.088343,0.31364,0.598017,-0.225296,0.032258,0.354839,31
COST,10-Q,2022-12-29,full_fallback,10800,0.099631,0.274068,0.6263,-0.174437,0.074074,0.259259,27
COST,10-Q,2023-03-09,full_fallback,12400,0.083503,0.267749,0.648748,-0.184246,0.0,0.290323,31
COST,10-Q,2023-06-01,full_fallback,12400,0.132233,0.249129,0.618637,-0.116896,0.096774,0.225806,31
COST,10-Q,2023-12-20,full_fallback,10400,0.150999,0.216974,0.632027,-0.065975,0.153846,0.192308,26
COST,10-Q,2024-03-13,full_fallback,12000,0.151615,0.160789,0.687596,-0.009174,0.133333,0.1,30
COST,10-Q,2024-06-06,full_fallback,12000,0.145603,0.206551,0.647846,-0.060948,0.133333,0.166667,30
COST,10-Q,2024-12-19,full_fallback,9600,0.156946,0.201066,0.641988,-0.044119,0.083333,0.208333,24
COST,10-Q,2025-03-13,full_fallback,11200,0.109649,0.251062,0.639289,-0.141413,0.107143,0.25,28
COST,10-Q,2025-06-05,full_fallback,11200,0.151677,0.179051,0.669272,-0.027374,0.178571,0.142857,28
COST,10-Q,2025-12-17,full_fallback,9600,0.187871,0.115311,0.696818,0.07256,0.208333,0.041667,24
COST,10-K,2016-10-12,full_fallback,14400,0.115756,0.204615,0.679629,-0.08886,0.083333,0.166667,36
COST,10-K,2017-10-18,full_fallback,14000,0.144538,0.167799,0.687663,-0.023262,0.142857,0.142857,35
COST,10-K,2018-10-26,full_fallback,14400,0.120205,0.271511,0.608284,-0.151306,0.138889,0.25,36
COST,10-K,2019-10-11,full_fallback,14400,0.10482,0.188235,0.706945,-0.083415,0.083333,0.166667,36
COST,10-K,2020-10-07,full_fallback,14000,0.104031,0.354825,0.541143,-0.250794,0.057143,0.4,35
COST,10-K,2021-10-06,full_fallback,14000,0.114863,0.335329,0.549808,-0.220466,0.085714,0.371429,35
COST,10-K,2022-10-05,full_fallback,14000,0.114616,0.30725,0.578134,-0.192635,0.085714,0.314286,35
COST,10-K,2023-10-11,full_fallback,14000,0.106369,0.290645,0.602986,-0.184276,0.057143,0.285714,35
COST,10-K,2024-10-09,full_fallback,14000,0.168395,0.241369,0.590235,-0.072974,0.171429,0.228571,35
COST,10-K,2025-10-08,full_fallback,14000,0.125086,0.292166,0.582748,-0.16708,0.114286,0.314286,35
CRM,10-Q,2016-05-20,full_fallback,14000,0.06963,0.050929,0.879441,0.018701,0.028571,0.0,35
CRM,10-Q,2016-09-01,full_fallback,14000,0.071894,0.069013,0.859092,0.002881,0.0,0.028571,35
CRM,10-Q,2016-11-21,full_fallback,14000,0.085507,0.059948,0.854545,0.025559,0.057143,0.0,35
CRM,10-Q,2017-05-22,full_fallback,14400,0.168818,0.084068,0.747115,0.08475,0.138889,0.027778,36
CRM,10-Q,2017-08-25,full_fallback,14400,0.183197,0.064713,0.75209,0.118484,0.166667,0.027778,36
CRM,10-Q,2017-11-22,full_fallback,14400,0.118647,0.093617,0.787735,0.02503,0.111111,0.055556,36
CRM,10-Q,2018-05-31,full_fallback,14400,0.183727,0.075849,0.740424,0.107878,0.166667,0.027778,36
CRM,10-Q,2018-08-31,full_fallback,14400,0.105234,0.063606,0.83116,0.041628,0.083333,0.027778,36
CRM,10-Q,2018-11-28,full_fallback,14400,0.081137,0.06639,0.852473,0.014747,0.055556,0.027778,36
CRM,10-Q,2019-06-05,full_fallback,14400,0.109987,0.069491,0.820523,0.040496,0.083333,0.027778,36
CRM,10-Q,2019-08-23,full_fallback,14400,0.075084,0.096716,0.8282,-0.021633,0.055556,0.055556,36
CRM,10-Q,2019-12-04,full_fallback,14400,0.043784,0.112809,0.843407,-0.069026,0.0,0.055556,36
CRM,10-Q,2020-06-01,full_fallback,14400,0.084479,0.209351,0.70617,-0.124872,0.027778,0.194444,36
CRM,10-Q,2020-08-28,full_fallback,14800,0.065392,0.176753,0.757856,-0.111361,0.027027,0.135135,37
CRM,10-Q,2020-12-04,full_fallback,14400,0.076374,0.156673,0.766953,-0.080299,0.027778,0.111111,36
CRM,10-Q,2021-06-02,full_fallback,14400,0.14494,0.150996,0.704063,-0.006056,0.083333,0.138889,36
CRM,10-Q,2021-08-27,full_fallback,14400,0.078209,0.148257,0.773534,-0.070047,0.027778,0.055556,36
CRM,10-Q,2021-12-02,full_fallback,14400,0.0805,0.147646,0.771854,-0.067145,0.055556,0.111111,36
CRM,10-Q,2022-06-01,full_fallback,14400,0.153086,0.14752,0.699394,0.005565,0.111111,0.111111,36
CRM,10-Q,2022-08-25,full_fallback,14800,0.140225,0.138517,0.721258,0.001708,0.108108,0.081081,37
CRM,10-Q,2022-12-01,full_fallback,14400,0.139987,0.162013,0.698,-0.022025,0.111111,0.111111,36
CRM,10-Q,2023-06-01,full_fallback,14400,0.103627,0.170883,0.725489,-0.067256,0.027778,0.111111,36
CRM,10-Q,2023-08-31,full_fallback,14800,0.110778,0.199541,0.689681,-0.088763,0.054054,0.189189,37
CRM,10-Q,2023-11-30,full_fallback,14800,0.097787,0.209245,0.692968,-0.111458,0.054054,0.135135,37
CRM,10-Q,2024-05-30,full_fallback,14400,0.11602,0.209479,0.674502,-0.093459,0.111111,0.194444,36
CRM,10-Q,2024-08-29,full_fallback,14800,0.112863,0.194514,0.692623,-0.081651,0.081081,0.162162,37
CRM,10-Q,2024-12-04,full_fallback,14800,0.109228,0.186752,0.704021,-0.077524,0.054054,0.162162,37
CRM,10-Q,2025-05-29,full_fallback,14400,0.109332,0.176626,0.714042,-0.067294,0.083333,0.138889,36
CRM,10-Q,2025-09-04,full_fallback,14800,0.106966,0.186944,0.70609,-0.079978,0.054054,0.135135,37
CRM,10-Q,2025-12-04,full_fallback,14800,0.103511,0.168384,0.728105,-0.064873,0.081081,0.054054,37
CRM,10-K,2016-03-07,full_fallback,14000,0.073884,0.106131,0.819985,-0.032247,0.057143,0.057143,35
CRM,10-K,2017-03-06,full_fallback,14000,0.087713,0.108629,0.803658,-0.020917,0.057143,0.057143,35
CRM,10-K,2018-03-09,full_fallback,14400,0.071027,0.183144,0.74583,-0.112117,0.0,0.166667,36
CRM,10-K,2019-03-08,full_fallback,14000,0.099432,0.234369,0.666199,-0.134936,0.085714,0.2,35
CRM,10-K,2020-03-05,full_fallback,14000,0.053081,0.470534,0.476385,-0.417454,0.028571,0.542857,35
CRM,10-K,2021-03-17,full_fallback,14000,0.041179,0.638613,0.320208,-0.597434,0.0,0.8,35
CRM,10-K,2022-03-11,full_fallback,14000,0.053611,0.569456,0.376934,-0.515845,0.028571,0.657143,35
CRM,10-K,2023-03-08,full_fallback,14000,0.075797,0.556643,0.36756,-0.480845,0.028571,0.657143,35
CRM,10-K,2024-03-06,full_fallback,14000,0.06062,0.634358,0.305021,-0.573739,0.028571,0.742857,35
CRM,10-K,2025-03-05,full_fallback,14000,0.048145,0.623748,0.328107,-0.575604,0.0,0.714286,35
CSCO,10-Q,2016-02-18,full_fallback,14400,0.06025,0.23348,0.70627,-0.173231,0.027778,0.138889,36
CSCO,10-Q,2016-05-24,full_fallback,14400,0.046285,0.236745,0.71697,-0.190461,0.0,0.222222,36
CSCO,10-Q,2016-11-22,full_fallback,14400,0.040557,0.211931,0.747512,-0.171374,0.0,0.138889,36
CSCO,10-Q,2017-02-21,full_fallback,14400,0.048661,0.244505,0.706833,-0.195844,0.0,0.194444,36
CSCO,10-Q,2017-05-23,full_fallback,14400,0.04294,0.218572,0.738488,-0.175632,0.0,0.194444,36
CSCO,10-Q,2017-11-21,full_fallback,14400,0.041468,0.251331,0.707201,-0.209863,0.0,0.25,36
CSCO,10-Q,2018-02-20,full_fallback,14400,0.058839,0.219596,0.721565,-0.160757,0.027778,0.222222,36
CSCO,10-Q,2018-05-22,full_fallback,14400,0.051173,0.252036,0.696792,-0.200863,0.0,0.25,36
CSCO,10-Q,2018-11-20,full_fallback,14400,0.061668,0.157007,0.781325,-0.095339,0.027778,0.111111,36
CSCO,10-Q,2019-02-19,full_fallback,14800,0.033848,0.182763,0.783388,-0.148915,0.0,0.108108,37
CSCO,10-Q,2019-05-21,full_fallback,14800,0.086932,0.124034,0.789033,-0.037102,0.054054,0.081081,37
CSCO,10-Q,2019-11-19,full_fallback,15200,0.030138,0.121728,0.848134,-0.09159,0.0,0.078947,38
CSCO,10-Q,2020-02-18,full_fallback,15600,0.032854,0.117537,0.84961,-0.084684,0.0,0.025641,39
CSCO,10-Q,2020-05-18,full_fallback,15600,0.033085,0.125762,0.841153,-0.092678,0.0,0.051282,39
CSCO,10-Q,2020-11-17,full_fallback,15200,0.04042,0.148556,0.811024,-0.108136,0.0,0.052632,38
CSCO,10-Q,2021-02-16,full_fallback,15200,0.032226,0.11182,0.855953,-0.079594,0.0,0.026316,38
CSCO,10-Q,2021-05-25,full_fallback,15600,0.03664,0.122948,0.840411,-0.086308,0.0,0.051282,39
CSCO,10-Q,2021-11-23,full_fallback,15200,0.058518,0.142107,0.799375,-0.083589,0.026316,0.052632,38
CSCO,10-Q,2022-02-22,full_fallback,15200,0.031389,0.113341,0.85527,-0.081951,0.0,0.026316,38
CSCO,10-Q,2022-05-25,full_fallback,15600,0.032087,0.117774,0.850139,-0.085687,0.0,0.051282,39
CSCO,10-Q,2022-11-22,full_fallback,14800,0.033388,0.15087,0.815742,-0.117482,0.0,0.081081,37
CSCO,10-Q,2023-02-21,full_fallback,15200,0.043355,0.143963,0.812682,-0.100607,0.026316,0.078947,38
CSCO,10-Q,2023-05-24,full_fallback,15200,0.069935,0.127355,0.80271,-0.05742,0.052632,0.052632,38
CSCO,10-Q,2023-11-21,full_fallback,14800,0.064971,0.126924,0.808104,-0.061953,0.027027,0.081081,37
CSCO,10-Q,2024-02-20,full_fallback,15200,0.043309,0.156202,0.800489,-0.112893,0.0,0.105263,38
CSCO,10-Q,2024-05-21,full_fallback,15200,0.026707,0.162754,0.810538,-0.136047,0.0,0.105263,38
CSCO,10-Q,2024-11-19,full_fallback,14800,0.029862,0.161427,0.808711,-0.131565,0.0,0.108108,37
CSCO,10-Q,2025-02-18,full_fallback,15200,0.06768,0.172038,0.760282,-0.104357,0.052632,0.157895,38
CSCO,10-Q,2025-05-20,full_fallback,15200,0.069204,0.141043,0.789753,-0.071839,0.052632,0.078947,38
CSCO,10-Q,2025-11-18,full_fallback,14800,0.089815,0.113236,0.796949,-0.023421,0.081081,0.027027,37
CSCO,10-Q,2026-02-17,full_fallback,15200,0.065109,0.126895,0.807996,-0.061786,0.052632,0.026316,38
CSCO,10-K,2016-09-08,full_fallback,14400,0.092177,0.324584,0.583239,-0.232407,0.055556,0.333333,36
CSCO,10-K,2017-09-07,full_fallback,14400,0.049674,0.392331,0.557996,-0.342657,0.027778,0.388889,36
CSCO,10-K,2018-09-06,full_fallback,14400,0.061728,0.286662,0.65161,-0.224934,0.027778,0.25,36
CSCO,10-K,2019-09-05,full_fallback,14400,0.098747,0.278043,0.623209,-0.179296,0.083333,0.277778,36
CSCO,10-K,2020-09-03,full_fallback,14000,0.042608,0.68611,0.271282,-0.643501,0.0,0.742857,35
CSCO,10-K,2021-09-09,full_fallback,14000,0.041432,0.626269,0.332299,-0.584836,0.0,0.685714,35
CSCO,10-K,2022-09-08,full_fallback,14000,0.037222,0.695406,0.267373,-0.658184,0.0,0.771429,35
CSCO,10-K,2023-09-07,full_fallback,14000,0.047846,0.669207,0.282947,-0.621361,0.0,0.742857,35
CSCO,10-K,2024-09-05,full_fallback,14000,0.036425,0.66132,0.302255,-0.624895,0.0,0.742857,35
CSCO,10-K,2025-09-03,full_fallback,14000,0.03899,0.716823,0.244187,-0.677834,0.0,0.857143,35
CVX,10-Q,2016-05-05,full_fallback,14400,0.043758,0.418438,0.537804,-0.374681,0.0,0.361111,36
CVX,10-Q,2016-08-04,full_fallback,14800,0.041718,0.519849,0.438432,-0.478131,0.0,0.513514,37
CVX,10-Q,2016-11-03,full_fallback,14800,0.03822,0.502566,0.459213,-0.464346,0.0,0.540541,37
CVX,10-Q,2017-05-04,full_fallback,14800,0.065194,0.393462,0.541344,-0.328267,0.027027,0.405405,37
CVX,10-Q,2017-08-03,full_fallback,14800,0.113388,0.378006,0.508606,-0.264618,0.108108,0.378378,37
CVX,10-Q,2017-11-02,full_fallback,14800,0.151877,0.344385,0.503738,-0.192508,0.108108,0.324324,37
CVX,10-Q,2018-05-03,full_fallback,14400,0.075792,0.323692,0.600516,-0.247901,0.055556,0.333333,36
CVX,10-Q,2018-08-02,full_fallback,14800,0.131648,0.309206,0.559145,-0.177558,0.108108,0.297297,37
CVX,10-Q,2018-11-08,full_fallback,14400,0.125153,0.307952,0.566896,-0.182799,0.111111,0.277778,36
CVX,10-Q,2019-05-02,full_fallback,14400,0.044468,0.224758,0.730773,-0.18029,0.0,0.138889,36
CVX,10-Q,2019-08-07,full_fallback,14800,0.036112,0.197508,0.766381,-0.161396,0.0,0.135135,37
CVX,10-Q,2019-11-07,full_fallback,14800,0.032234,0.219235,0.748531,-0.187002,0.0,0.162162,37
CVX,10-Q,2020-05-06,full_fallback,14400,0.039041,0.406179,0.55478,-0.367138,0.0,0.444444,36
CVX,10-Q,2020-08-05,full_fallback,14800,0.032028,0.304175,0.663797,-0.272146,0.0,0.297297,37
CVX,10-Q,2020-11-05,full_fallback,14800,0.041031,0.363165,0.595804,-0.322134,0.0,0.351351,37
CVX,10-Q,2021-05-06,full_fallback,14400,0.074268,0.315217,0.610515,-0.24095,0.027778,0.305556,36
CVX,10-Q,2021-08-05,full_fallback,14800,0.068833,0.154852,0.776315,-0.086019,0.027027,0.108108,37
CVX,10-Q,2021-11-04,full_fallback,14800,0.094349,0.174363,0.731288,-0.080014,0.081081,0.108108,37
CVX,10-Q,2022-05-04,full_fallback,14400,0.089241,0.240532,0.670228,-0.151291,0.083333,0.194444,36
CVX,10-Q,2022-08-04,full_fallback,14800,0.073124,0.236143,0.690732,-0.163019,0.054054,0.216216,37
CVX,10-Q,2022-11-03,full_fallback,14800,0.058492,0.224716,0.716792,-0.166224,0.027027,0.189189,37
CVX,10-Q,2023-05-04,full_fallback,14400,0.036943,0.299452,0.663605,-0.262509,0.0,0.25,36
CVX,10-Q,2023-08-03,full_fallback,14800,0.03714,0.262061,0.700799,-0.224921,0.0,0.216216,37
CVX,10-Q,2023-11-02,full_fallback,14800,0.051598,0.242364,0.706038,-0.190767,0.027027,0.216216,37
CVX,10-Q,2024-05-02,full_fallback,14400,0.085013,0.14795,0.767037,-0.062936,0.027778,0.055556,36
CVX,10-Q,2024-08-07,full_fallback,14800,0.042904,0.14593,0.811165,-0.103026,0.027027,0.108108,37
CVX,10-Q,2024-11-07,full_fallback,14800,0.045243,0.150749,0.804008,-0.105506,0.027027,0.054054,37
CVX,10-Q,2025-05-08,full_fallback,14400,0.0394,0.208412,0.752188,-0.169013,0.0,0.138889,36
CVX,10-Q,2025-08-07,full_fallback,14800,0.044159,0.154994,0.800847,-0.110835,0.0,0.108108,37
CVX,10-Q,2025-11-06,full_fallback,14800,0.027807,0.157713,0.814479,-0.129906,0.0,0.081081,37
CVX,10-K,2016-02-25,mda,1200,0.024437,0.212403,0.76316,-0.187967,0.0,0.0,3
CVX,10-K,2017-02-23,mda,1200,0.029876,0.238978,0.731146,-0.209102,0.0,0.333333,3
CVX,10-K,2018-02-22,mda,1200,0.032675,0.261243,0.706082,-0.228567,0.0,0.333333,3
CVX,10-K,2019-02-22,mda,1200,0.021641,0.276732,0.701626,-0.255091,0.0,0.333333,3
CVX,10-K,2020-02-21,mda,1200,0.022638,0.230383,0.746979,-0.207746,0.0,0.333333,3
CVX,10-K,2021-02-25,mda,1200,0.033061,0.333976,0.632963,-0.300915,0.0,0.333333,3
CVX,10-K,2022-02-24,mda,1200,0.02865,0.412406,0.558945,-0.383756,0.0,0.333333,3
CVX,10-K,2023-02-23,mda,1200,0.027857,0.431033,0.54111,-0.403176,0.0,0.666667,3
CVX,10-K,2024-02-26,mda,1200,0.031432,0.251669,0.716898,-0.220237,0.0,0.333333,3
CVX,10-K,2025-02-21,mda,1600,0.027343,0.29354,0.679117,-0.266197,0.0,0.25,4
DHR,10-Q,2016-04-21,full_fallback,14000,0.195878,0.278496,0.525626,-0.082618,0.171429,0.257143,35
DHR,10-Q,2016-07-25,full_fallback,14400,0.153955,0.307533,0.538512,-0.153578,0.138889,0.305556,36
DHR,10-Q,2016-10-20,full_fallback,14000,0.177728,0.210274,0.611998,-0.032547,0.142857,0.2,35
DHR,10-Q,2017-04-20,full_fallback,14000,0.168062,0.26955,0.562388,-0.101488,0.114286,0.228571,35
DHR,10-Q,2017-07-20,full_fallback,14400,0.195067,0.269901,0.535032,-0.074834,0.111111,0.277778,36
DHR,10-Q,2017-10-19,full_fallback,14400,0.189717,0.290187,0.520095,-0.10047,0.166667,0.277778,36
DHR,10-Q,2018-04-19,full_fallback,14000,0.222132,0.201057,0.576811,0.021075,0.2,0.2,35
DHR,10-Q,2018-07-19,full_fallback,14400,0.182613,0.199235,0.618152,-0.016622,0.138889,0.222222,36
DHR,10-Q,2018-10-18,full_fallback,14000,0.180679,0.156984,0.662337,0.023694,0.142857,0.142857,35
DHR,10-Q,2019-04-18,full_fallback,14000,0.19641,0.219716,0.583874,-0.023306,0.2,0.228571,35
DHR,10-Q,2019-07-18,full_fallback,14800,0.03951,0.126254,0.834236,-0.086745,0.0,0.108108,37
DHR,10-Q,2019-10-24,full_fallback,14400,0.06492,0.111742,0.823338,-0.046822,0.027778,0.055556,36
